ID,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
1495,6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8,white
1496,6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,6,white
1497,8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,6,white
1498,6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,8,white
1499,6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,5,white
1500,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5,white
1501,8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,5,white
1502,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6,white
1503,6.8,0.24,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1,6,white
1504,6.7,0.64,0.3,1.2,0.03,18,76,0.9892,3.16,0.6,12.9,4,white
1505,7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,5,white
1506,6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,8,white
1507,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5,white
1508,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6,white
1509,6.2,0.255,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,7,white
1510,6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,6,white
1511,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5,white
1512,6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,5,white
1513,6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,6,white
1514,8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,5,white
1515,5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6,white
1516,7.3,0.23,0.24,0.9,0.031,29,86,0.98926,2.9,0.38,12.2,6,white
1517,6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,7,white
1518,7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6,white
1519,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,white
1520,6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6,white
1521,6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8,white
1522,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8,white
1523,6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,white
1524,5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,5,white
1525,5.4,0.45,0.27,6.4,0.033,20,102,0.98944,3.22,0.27,13.4,8,white
1526,6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,8,white
1527,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7,white
1528,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6,white
1529,6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,7,white
1530,6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,7,white
1531,7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,6,white
1532,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7,white
1533,6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,7,white
1534,6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6,white
1535,7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,6,white
1536,6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,7,white
1537,6.6,0.29,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,7,white
1538,5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,7,white
1539,6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,5,white
1540,7.6,0.23,0.29,8.6,0.053,65,146,0.9963,3.11,0.32,9.8,6,white
1541,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7,white
1542,7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,6,white
1543,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,white
1544,7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,6,white
1545,7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6,white
1546,5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6,white
1547,4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7,white
1548,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6,white
1549,7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,6,white
1550,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,white
1551,7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7,white
1552,7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6,white
1553,7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,7,white
1554,6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,5,white
1555,6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,7,white
1556,6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,white
1557,7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,6,white
1558,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5,white
1559,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5,white
1560,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,white
1561,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7,white
1562,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6,white
1563,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,white
1564,6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,7,white
1565,6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,6,white
1566,6.4,0.29,0.24,3.2,0.037,31,95,0.98942,2.9,0.66,12.6,7,white
1567,6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,4,white
1568,6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6,white
1569,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,white
1570,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,white
1571,6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6,white
1572,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,white
1573,6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7,white
1574,6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,7,white
1575,5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,white
1576,6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5,white
1577,5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6,white
1578,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,white
1579,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,white
1580,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,white
1581,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,white
1582,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,white
1583,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,white
1584,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,white
1585,6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,6,white
1586,7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,5,white
1587,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,white
1588,6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,6,white
1589,7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,5,white
1590,6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5,white
1591,6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,5,white
1592,6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5,white
1593,6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,6,white
1594,7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5,white
1595,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,white
1596,6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6,white
1597,7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6,white
1598,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5,white
1599,6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,6,white
1600,6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5,white
1601,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,white
1602,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,white
1603,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,white
1604,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,white
1605,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,white
1606,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,white
1607,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,white
1608,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,white
1609,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,white
1610,6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7,white
1611,7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6,white
1612,6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5,white
1613,5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7,white
1614,6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,5,white
1615,6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,6,white
1616,6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,5,white
1617,6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6,white
1618,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,white
1619,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,white
1620,8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,white
1621,6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6,white
1622,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,white
1623,6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5,white
1624,6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,white
1625,6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,5,white
1626,6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6,white
1627,7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7,white
1628,6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6,white
1629,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,white
1630,7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7,white
1631,4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,white
1632,7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6,white
1633,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,white
1634,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,white
1635,6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,white
1636,7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7,white
1637,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,white
1638,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6,white
1639,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,white
1640,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,white
1641,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,white
1642,6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6,white
1643,7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,white
1644,7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,4,white
1645,7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,7,white
1646,7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5,white
1647,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5,white
1648,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,white
1649,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,white
1650,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,white
1651,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,white
1652,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,white
1653,5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,6,white
1654,7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6,white
1655,4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,4,white
1656,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,white
1657,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,white
1658,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,white
1659,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,white
1660,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,white
1661,4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7,white
1662,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,white
1663,6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5,white
1664,6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7,white
1665,6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6,white
1666,7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6,white
1667,7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,5,white
1668,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,white
1669,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,white
1670,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,white
1671,7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6,white
1672,5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6,white
1673,6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,5,white
1674,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5,white
1675,7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,6,white
1676,6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,6,white
1677,6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,white
1678,6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5,white
1679,8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7,white
1680,6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6,white
1681,7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,7,white
1682,5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,white
1683,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4,white
1684,7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,white
1685,6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,7,white
1686,6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6,white
1687,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,white
1688,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,white
1689,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,white
1690,6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6,white
1691,6.4,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6,white
1692,6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4,white
1693,7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5,white
1694,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,white
1695,7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,white
1696,5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,6,white
1697,6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,white
1698,6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6,white
1699,6.1,1.1,0.16,4.4,0.033,8,109,0.99058,3.35,0.47,12.4,4,white
1700,6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,white
1701,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,white
1702,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,white
1703,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,white
1704,6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,white
1705,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7,white
1706,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7,6,white
1707,6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5,white
1708,6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,5,white
1709,5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,5,white
1710,7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,white
1711,6.1,0.28,0.27,8,0.048,41,162,0.99498,3.21,0.51,9.9,5,white
1712,6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8,white
1713,6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,6,white
1714,6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,7,white
1715,6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6,white
1716,7.3,0.26,0.32,1.2,0.041,29,94,0.98978,3.07,0.45,12,6,white
1717,7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,5,white
1718,6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,6,white
1719,6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5,7,white
1720,6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,5,white
1721,6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,7,white
1722,6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6,white
1723,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5,white
1724,6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6,white
1725,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,7,white
1726,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6,white
1727,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,5,white
1728,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white
1729,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white
1730,7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,5,white
1731,6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,7,white
1732,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,white
1733,7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,5,white
1734,6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,6,white
1735,6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,6,white
1736,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,white
1737,6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7,white
1738,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5,white
1739,6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,5,white
1740,8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6,white
1741,6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6,white
1742,6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7,white
1743,6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4,white
1744,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,white
1745,6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6,white
1746,6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4,white
1747,5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4,white
1748,6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,5,white
1749,6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,white
1750,7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6,white
1751,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,white
1752,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,white
1753,7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,5,white
1754,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,white
1755,7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,5,white
1756,5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6,white
1757,5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6,white
1758,7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,6,white
1759,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5,white
1760,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7,white
1761,7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6,white
1762,6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,7,white
1763,6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7,white
1764,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6,white
1765,6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6,white
1766,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,white
1767,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,white
1768,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,white
1769,7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,5,white
1770,5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,4,white
1771,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,white
1772,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5,white
1773,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,white
1774,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5,white
1775,7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,6,white
1776,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6,white
1777,5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6,white
1778,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,7,white
1779,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,7,white
1780,8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.46666667,6,white
1781,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5,white
1782,6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5,white
1783,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,white
1784,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,white
1785,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6,white
1786,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6,white
1787,7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,5,white
1788,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,white
